parcel_id,reference_area_ha,reference_source,reference_method,computed_forest_area_ha,diff_pct,tolerance_percent,outcome,reason
27101:003:0802,131341.0,attribute:haritav,reported_ha,416.060874,-99.683221,5.0,comparable,
27101:003:0810,17005.0,attribute:haritav,reported_ha,416.060874,-97.553303,5.0,comparable,
27101:003:0841,3.4265,attribute:mets,reported_m2,416.060874,12042.444885,5.0,comparable,
27101:003:0842,5.9481,attribute:mets,reported_m2,416.060874,6894.853382,5.0,comparable,
27101:003:0843,3.0088,attribute:mets,reported_m2,416.060874,13728.133276,5.0,comparable,
27101:003:0850,18088.0,attribute:haritav,reported_ha,416.060874,-97.699796,5.0,comparable,
27101:003:0861,0.285958,geometry,geodesic_wgs84_pyproj,416.060874,145397.196791,5.0,comparable,
27101:003:0862,98197.0,attribute:haritav,reported_ha,416.060874,-99.5763,5.0,comparable,
27101:003:0881,59617.0,attribute:haritav,reported_ha,416.060874,-99.30211,5.0,comparable,
27101:003:0882,62822.0,attribute:haritav,reported_ha,416.060874,-99.337715,5.0,comparable,
27101:003:0910,0.2621,attribute:mets,reported_m2,416.060874,158641.272034,5.0,comparable,
27101:003:0920,0.34181,geometry,geodesic_wgs84_pyproj,416.060874,121622.850121,5.0,comparable,
27101:003:0940,49010.0,attribute:haritav,reported_ha,416.060874,-99.151069,5.0,comparable,
